Position,Track Name,Artist,Streams,ID,startingDate
64,Down,Fifth Harmony,6927842,7LEydI5NfjY6mZfKwYIptZ,2017-06-23
65,Magnolia,Playboi Carti,6910377,1e1JKLEDKP7hEQzJfNAgPl,2017-06-23
66,Closer (feat. Halsey),The Chainsmokers,6873417,7BKLCZ1jbUBVqRi2FVlTVw,2017-06-23
67,Say You Won't Let Go,James Arthur,6862793,5uCax9HTNlzGybIStD3vDh,2017-06-23
68,Scared to Be Lonely,Martin Garrix,6615170,3ebXMykcMXOcLeJ9xZ17XH,2017-06-23
69,Body Like A Back Road,Sam Hunt,6573498,7mldq42yDuxiUNn08nvzHO,2017-06-23
70,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,6558280,2Vdub5mY4lad7w64bFPUez,2017-06-23
71,Slippery (feat. Gucci Mane),Migos,6390591,6p8NuHm8uCGnn2Dtbtf7zE,2017-06-23
72,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6269922,3NdDpSvN911VPGivFlV5d0,2017-06-23
73,I Feel It Coming,The Weeknd,6256204,5GXAXm5YOmYT0kL5jHvYBt,2017-06-23
74,I Like Me Better,Lauv,6254382,1wjzFQodRWrPcQ0AnYnvQ9,2017-06-23
75,Me Enamoré,Shakira,6215891,4qknM1pQz53QOyfDVTjcM9,2017-06-23
76,Tuesday,Burak Yeter,6111782,7abpmGpF7PGep2rDU68GBR,2017-06-23
77,Tu Foto,Ozuna,5925904,0Szp49tpFasIjX04Mcsydp,2017-06-23
78,Paris,The Chainsmokers,5908363,72jbDTw1piOOj770jWNeaG,2017-06-23
79,One Dance,Drake,5902107,1xznGGDReH1oQq0xzbwXa3,2017-06-23
80,LOVE. FEAT. ZACARI.,Kendrick Lamar,5886599,6PGoSes0D9eUDeeAafB2As,2017-06-23
81,Castle on the Hill,Ed Sheeran,5795052,6PCUP3dWmTjcTtXY02oFdT,2017-06-23
82,No Vacancy,OneRepublic,5783328,6XOYVSmNDjKUNMXooU4s4z,2017-06-23
83,Starboy,The Weeknd,5769886,5aAx2yezTd8zXrkmtKl66Z,2017-06-23
84,Bonita,J Balvin,5766780,693iqPOQvhI7PobtR8CC8v,2017-06-23
85,La Rompe Corazones,Daddy Yankee,5680073,4okba5wu9mMLXx79DXLKi3,2017-06-23
86,Una Lady Como Tú,Manuel Turizo,5678617,7MHN1aCFtLXjownGhvEQlF,2017-06-23
87,Sigo Extrañándote,J Balvin,5629029,6qDF4wWL49CAVbgT7yuHl8,2017-06-23
88,Chantaje (feat. Maluma),Shakira,5626784,6mICuAdrwEjh6Y6lroV2Kg,2017-06-23
89,Solo Dance,Martin Jensen,5612155,6HUnnBwYZqcED1eQztxMBN,2017-06-23
90,4 AM,2 Chainz,5554692,1nX9KhK3Fff27SnrIor2Yb,2017-06-23
91,The Cure,Lady Gaga,5536194,51PIvodunv6NmX5250zxAh,2017-06-23
92,You Don't Know Me,Jax Jones,5502576,7M16mAuWuFA5rC9HvkXaGx,2017-06-23
93,Call On Me - Ryan Riback Extended Remix,Starley,5484808,78rIJddV4X0HkNAInEcYde,2017-06-23
94,I Don’t Know Why,Imagine Dragons,5429820,15dnkAHcHC0vrIUlbiPiqU,2017-06-23
95,Walking The Wire,Imagine Dragons,5396389,6jmngk8Fwup05JZ6kgXEGX,2017-06-23
96,No Complaints,Metro Boomin,5230323,6kig1UFggPUyZBCvXD3Wod,2017-06-23
97,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,5169996,6Q2FftbUG530lCtBI74bMH,2017-06-23
98,Otra vez (feat. J Balvin),Zion & Lennox,5154477,3QwBODjSEzelZyVjxPOHdq,2017-06-23
99,Portland,Drake,5145520,2bjwRfXMk4uRgOD9IBYl9h,2017-06-23
100,Let Me Love You,DJ Snake,5050522,4pdPtRcBmOSQDlJ3Fk945m,2017-06-23
101,Homemade Dynamite,Lorde,5015681,12o6dxWGk29uIAP3OWY0pM,2017-06-23
102,Perfect,Ed Sheeran,5006798,0tgVpDi06FyKpA1z0VMD4v,2017-06-23
103,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,4999017,6SwRhMLwNqEi6alNPVG00n,2017-06-23
104,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,4903817,5q2JbCNi4FcnglgPfxcV65,2017-06-23
105,Came Here for Love,Sigala,4890825,3kGfazcbVvVkuZunzlLgTD,2017-06-23
106,Green Light,Lorde,4840516,0gbBzIqrECJOEPvQJIBFs5,2017-06-23
107,24K Magic,Bruno Mars,4751130,6b8Be6ljOzmkOmFslEb23P,2017-06-23
108,Don't Let Me Down,The Chainsmokers,4684083,0QsvXIfqM0zZoerQfsI9lm,2017-06-23
109,Bon appétit,Katy Perry,4585117,61WbtB6ujkpNAsAf5LjF4b,2017-06-23
110,Hunter,Galantis,4546276,3caMfJGFp53NAH2TuigdNj,2017-06-23
111,Reggaetón Lento (Bailemos),CNCO,4533095,3AEZUABDXNtecAOSC1qTfo,2017-06-23
112,Bad and Boujee (feat. Lil Uzi Vert),Migos,4520235,4Km5HrUvYTaSUfiSGPJeQR,2017-06-23
113,Reminding Me,Shawn Hook,4478831,4gqMQftUs22F8pOGVn5Acr,2017-06-23
114,Báilame,Nacho,4439090,7lRsNbdOGykkMAgsqs4R1C,2017-06-23
115,Fake Love,Drake,4439060,343YBumqHu19cGoGARUTsd,2017-06-23
116,Photograph,Ed Sheeran,4436640,6fxVffaTuwjgEk5h9QyRjy,2017-06-23
117,Starving,Hailee Steinfeld,4435909,1qOLh0tI7trd1zdDKxYZTe,2017-06-23
118,Tunnel Vision,Kodak Black,4410019,4Q3N4Ct4zCuIHuZ65E3BD4,2017-06-23
119,Good Life (with G-Eazy & Kehlani),G-Eazy,4378278,1Eck97uRMlprKOOJN9oO1E,2017-06-23
120,Cold,Maroon 5,4371692,5NNlUMcOEOdoOIwwaWXv0k,2017-06-23
121,Me Llamas (feat. Maluma) - Remix,Piso 21,4366547,5hEM0JchdVzQ5PwvSfITeX,2017-06-23
122,Gyalchester,Drake,4357496,6UjfByV1lDLW0SOVQA4NAi,2017-06-23
123,Chained To The Rhythm,Katy Perry,4327923,6520aj0B4FSKGVuKNsOCOi,2017-06-23
124,Treat You Better,Shawn Mendes,4310862,4Hf7WnR761jpxPr5D46Bcd,2017-06-23
125,Nights With You,MØ,4296029,5q5gzmbBS5yQzos2BvVr1t,2017-06-23
126,Bounce Back,Big Sean,4289630,0SGkqnVQo9KPytSri1H6cF,2017-06-23
127,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,4284089,6JV2JOEocMgcZxYSZelKcc,2017-06-23
128,It's A Vibe,2 Chainz,4260473,6H0AwSQ20mo62jGlPGB8S6,2017-06-23
129,Look At Me!,XXXTENTACION,4243327,4ARPvK8DHLwt4oX65ZAFMw,2017-06-23
130,We Don't Talk Anymore,Charlie Puth,4238158,68EMU2RD1ECNeOeJ5qAXCV,2017-06-23
131,Side To Side,Ariana Grande,4197715,4pLwZjInHj3SimIyN9SnOz,2017-06-23
132,Cold Water (feat. Justin Bieber & MØ),Major Lazer,4181755,6DNtNfH8hXkqOX1sjqmI7p,2017-06-23
133,Tired,Alan Walker,4150208,3b5Li4QKDVBx1x7fQuu54a,2017-06-23
134,Paradinha,Anitta,4079542,05rJdH2MRLJ3sQoEUO78qs,2017-06-23
135,Weak,AJR,4078051,3E2Zh20GDCR9B1EYjfXWyv,2017-06-23
136,One Last Time,Ariana Grande,3988644,7bJwvubZZaoGE1AGEfu8Fi,2017-06-23
137,I’ll Make It Up To You,Imagine Dragons,3971712,54h8xHewdRPnYzmbEHBhOO,2017-06-23
138,Swang,Rae Sremmurd,3966841,6mapJIPnQ23RTAevUoE0DL,2017-06-23
139,In the Name of Love,Martin Garrix,3946471,04DwTuZ2VBdJCCC5TROn7L,2017-06-23
140,Rise Up,Imagine Dragons,3940263,7vAXN57IQ0sj049wZGIboE,2017-06-23
141,Thinking out Loud,Ed Sheeran,3938372,1Slwb6dOYkBlWal1PGtnNg,2017-06-23
142,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,3923153,17Fd6Yb7mSbinKG8LoWfFl,2017-06-23
143,Hear Me Now,Alok,3859877,1a5Yu5L18qNxVhXx38njON,2017-06-23
144,Vente Pa' Ca,Ricky Martin,3830818,7DM4BPaS7uofFul3ywMe46,2017-06-23
145,Si Tú La Ves (feat. Wisin),Nicky Jam,3826786,4yN6xPLopmTLvc27pO9LIE,2017-06-23
146,Besándote,Piso 21,3801848,13X0XdLMOdtbXVtAj2ox4h,2017-06-23
147,Be Mine,Ofenbach,3777960,2KklXplRtxMsBYo474Es0w,2017-06-23
148,Happier,Ed Sheeran,3763596,2RttW7RAu5nOAfq6YFvApB,2017-06-23
149,Quit (feat. Ariana Grande),Cashmere Cat,3737910,4Q5yMlwAfAoitqg4r9oZHN,2017-06-23
150,The Night We Met,Lord Huron,3722573,6mORGLOz79w6VsCRLWYYuK,2017-06-23
151,Rolex,Ayo & Teo,3721592,0pSBuHjILhNEo55xK1zrRt,2017-06-23
152,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,3714958,6Pw3Gvw4wNMZfTYZa6IQal,2017-06-23
153,Alguien Robo,Sebastian Yatra,3704210,5i50gKdLAjjIr7UxRT5IVy,2017-06-23
154,Cheap Thrills,Sia,3701082,27SdWb2rFzO6GWiYDBTD9j,2017-06-23
155,Love Yourself,Justin Bieber,3673876,3hB5DgAiMAQ4DzYbsMq1IT,2017-06-23
156,Hot2Touch,Felix Jaehn,3673664,1sBhJGPUKrdRycgKxve70v,2017-06-23
157,Summer Air,ItaloBrothers,3661787,3GPI7hYiqD6enLRobhkBm8,2017-06-23
158,T-Shirt,Migos,3635901,7KOlJ92bu51cltsD9KU5I7,2017-06-23
159,Young Dumb & Broke,Khalid,3617316,5Z3GHaZ6ec9bsiI5BenrbY,2017-06-23
160,Can I Be Him,James Arthur,3573965,0VhgEqMTNZwYL1ARDLLNCX,2017-06-23
161,"How Far I'll Go - From ""Moana""",Alessia Cara,3565514,5hYTyyh2odQKphUbMqc5gN,2017-06-23
162,Mercy,Shawn Mendes,3544570,4TZy1wLyHec06pwgFYDh1a,2017-06-23
163,Perfect Places,Lorde,3522279,1wC93sZRGcTgKLN2UWRSwW,2017-06-23
164,do re mi,blackbear,3465934,2MX30RliaxJDgmQ3C3rrJX,2017-06-23
165,Faded,Alan Walker,3452478,7gHs73wELdeycvS48JfIos,2017-06-23
166,Heathens,Twenty One Pilots,3435443,6i0V12jOa3mr6uu4WYhUBr,2017-06-23
167,Still Got Time,ZAYN,3424725,000xQL6tZNLJzIrtIgxqSl,2017-06-23
168,Start Over,Imagine Dragons,3384626,4J2RaG4UH2HCThcqzDpeAF,2017-06-23
169,This Is What You Came For,Calvin Harris,3360198,0azC730Exh71aQlOt9Zj3y,2017-06-23
170,Don't Wanna Know,Maroon 5,3359041,5MFzQMkrl1FOOng9tq6R9r,2017-06-23
171,Traicionera,Sebastian Yatra,3337629,5J1c3M4EldCfNxXwrwt8mT,2017-06-23
172,Love Galore (feat. Travis Scott),SZA,3335200,0q75NwOoFiARAVp4EXU4Bs,2017-06-23
173,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,3330492,4tCtwWceOPWzenK2HAIJSb,2017-06-23
174,ELEMENT.,Kendrick Lamar,3314156,1EaKU4dMbesXXd3BrLCtYG,2017-06-23
175,wokeuplikethis*,Playboi Carti,3309235,59J5nzL1KniFHnU120dQzt,2017-06-23
176,Ride,Twenty One Pilots,3302121,2Z8WuEywRWYTKe1NybPQEW,2017-06-23
177,Sorry,Justin Bieber,3296340,69bp2EbF7Q2rqc5N3ylezZ,2017-06-23
178,Ciao Adios,Anne-Marie,3277981,3EfugazgSddQvzZpkof5I4,2017-06-23
179,Broccoli (feat. Lil Yachty),DRAM,3275570,7yyRTcZmCiyzzJlNzGC9Ol,2017-06-23
180,White Iverson,Post Malone,3272397,6eT7xZZlB2mwyzJ2sUKG6w,2017-06-23
181,Two High,Moon Taxi,3271862,3sJHkcxojoJD2Ytbo1yLLF,2017-06-23
182,As If It's Your Last,BLACKPINK,3259742,7LJjWqhqK594nN7qJzLVXE,2017-06-23
183,Dive,Ed Sheeran,3256837,51ChrwmUPDJvedPQnIU8Ls,2017-06-23
184,Lean On (feat. MØ & DJ Snake),Major Lazer,3254973,4WjH9Bzt3kx7z8kl0awxh4,2017-06-23
185,Stressed Out,Twenty One Pilots,3253337,3CRDbSIZ4r5MsZ0YwxuEkn,2017-06-23
186,Love On The Brain,Rihanna,3247528,2aksifNn5ph8igDOkPBA02,2017-06-23
187,Shining (feat. Beyoncé & Jay-Z),DJ Khaled,3240981,7Fa5UNizycSms5jP3SQD3F,2017-06-23
188,The Scientist,Coldplay,3228330,75JFxkI2RXiU7L9VXzMkle,2017-06-23
189,Safari,J Balvin,3227721,6rQSrBHf7HlZjtcMZ4S4bO,2017-06-23
190,Te Quiero Pa´Mi,Don Omar,3206924,3BY2mafsbsoKGqS380Xnuz,2017-06-23
191,September Song,JP Cooper,3201155,0FuTx2s3YH1ppmtiM6l0zI,2017-06-23
192,Panda,Desiigner,3152547,5OOkp4U9P9oL23maHFHL1h,2017-06-23
193,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3144626,6stYbAJgTszHAHZMPxWWCY,2017-06-23
194,Perfect Strangers,Jonas Blue,3131551,1CUVN2kn7mW5FjkqXTR2W1,2017-06-23
195,Selfish (feat. Rihanna),Future,3112944,2Ce5IyMlVRVvN997ZJjJJA,2017-06-23
196,Black Beatles,Rae Sremmurd,3100851,6fujklziTHa8uoM5OQSfIo,2017-06-23
197,Touch,Little Mix,3066642,5Ua3GXyHwiSfpNTMjq6m2z,2017-06-23
198,Uh Huh,Julia Michaels,3058342,0ZExP2I5Ej92PsnG4G1jVG,2017-06-23
199,Lumbra,Cali Y El Dandee,3056459,6VHdcVbiKLYYOcMbIqBcuK,2017-06-23
200,Vacaciones,Wisin,3051096,3dQDid3IUNhZy1OehIfYfE,2017-06-23
