Position,Track Name,Artist,Streams,ID,startingDate
122,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,4373594,6JV2JOEocMgcZxYSZelKcc,2017-06-09
123,We Don't Talk Anymore,Charlie Puth,4373373,68EMU2RD1ECNeOeJ5qAXCV,2017-06-09
124,Treat You Better,Shawn Mendes,4360487,4Hf7WnR761jpxPr5D46Bcd,2017-06-09
125,Swang,Rae Sremmurd,4325875,6mapJIPnQ23RTAevUoE0DL,2017-06-09
126,Hunter,Galantis,4285110,3caMfJGFp53NAH2TuigdNj,2017-06-09
127,The Night We Met,Lord Huron,4263702,6mORGLOz79w6VsCRLWYYuK,2017-06-09
128,Bad At Love,Halsey,4247585,7y9iMe8SOB6z3NoHE2OfXl,2017-06-09
129,In the Name of Love,Martin Garrix,4224956,04DwTuZ2VBdJCCC5TROn7L,2017-06-09
130,Hear Me Now,Alok,4211473,1a5Yu5L18qNxVhXx38njON,2017-06-09
131,Vente Pa' Ca,Ricky Martin,4194083,7DM4BPaS7uofFul3ywMe46,2017-06-09
132,Happier,Ed Sheeran,4149186,2RttW7RAu5nOAfq6YFvApB,2017-06-09
133,Thinking out Loud,Ed Sheeran,4140242,1Slwb6dOYkBlWal1PGtnNg,2017-06-09
134,Bonita,J Balvin,4137285,693iqPOQvhI7PobtR8CC8v,2017-06-09
135,Mask Off - Remix,Future,4099633,6DB2KOEwHnjkgEnBt5SdeJ,2017-06-09
136,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,4096803,17Fd6Yb7mSbinKG8LoWfFl,2017-06-09
137,Ciao Adios,Anne-Marie,4081331,3EfugazgSddQvzZpkof5I4,2017-06-09
138,Una Lady Como Tú,Manuel Turizo,4051683,7MHN1aCFtLXjownGhvEQlF,2017-06-09
139,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,4037502,6Pw3Gvw4wNMZfTYZa6IQal,2017-06-09
140,Love Yourself,Justin Bieber,3957449,3hB5DgAiMAQ4DzYbsMq1IT,2017-06-09
141,do re mi,blackbear,3939354,6CUBgX8bXC5YQCkdgRHqyg,2017-06-09
142,Green Light,Lorde,3931780,0gbBzIqrECJOEPvQJIBFs5,2017-06-09
143,Shake It Off,Taylor Swift,3920018,0cqRj7pUJDkTCEsJkx8snD,2017-06-09
144,Alguien Robo,Sebastian Yatra,3883130,5i50gKdLAjjIr7UxRT5IVy,2017-06-09
145,Rolex,Ayo & Teo,3881723,0pSBuHjILhNEo55xK1zrRt,2017-06-09
146,4 AM,2 Chainz,3856811,02hNDxtMMTpq72rdp1lm6v,2017-06-09
147,Blank Space,Taylor Swift,3805516,1u8c2t2Cy7UBoG4ArRcF5g,2017-06-09
148,Cheap Thrills,Sia,3803031,27SdWb2rFzO6GWiYDBTD9j,2017-06-09
149,Hot2Touch,Felix Jaehn,3774355,1sBhJGPUKrdRycgKxve70v,2017-06-09
150,ELEMENT.,Kendrick Lamar,3758645,1EaKU4dMbesXXd3BrLCtYG,2017-06-09
151,Selfish (feat. Rihanna),Future,3734372,2Ce5IyMlVRVvN997ZJjJJA,2017-06-09
152,Si Tú La Ves (feat. Wisin),Nicky Jam,3731546,4yN6xPLopmTLvc27pO9LIE,2017-06-09
153,Paradinha,Anitta,3729167,05rJdH2MRLJ3sQoEUO78qs,2017-06-09
154,Safari,J Balvin,3699888,6rQSrBHf7HlZjtcMZ4S4bO,2017-06-09
155,September Song,JP Cooper,3698998,0FuTx2s3YH1ppmtiM6l0zI,2017-06-09
156,Dive,Ed Sheeran,3656677,51ChrwmUPDJvedPQnIU8Ls,2017-06-09
157,Be Mine,Ofenbach,3641018,2KklXplRtxMsBYo474Es0w,2017-06-09
158,Touch,Little Mix,3639454,5Ua3GXyHwiSfpNTMjq6m2z,2017-06-09
159,Can I Be Him,James Arthur,3636823,0VhgEqMTNZwYL1ARDLLNCX,2017-06-09
160,Mercy,Shawn Mendes,3614118,4TZy1wLyHec06pwgFYDh1a,2017-06-09
161,Don't Wanna Know,Maroon 5,3607189,5MFzQMkrl1FOOng9tq6R9r,2017-06-09
162,Besándote,Piso 21,3578007,13X0XdLMOdtbXVtAj2ox4h,2017-06-09
163,Faded,Alan Walker,3573242,7gHs73wELdeycvS48JfIos,2017-06-09
164,Heathens,Twenty One Pilots,3568433,6i0V12jOa3mr6uu4WYhUBr,2017-06-09
165,"How Far I'll Go - From ""Moana""",Alessia Cara,3559117,5hYTyyh2odQKphUbMqc5gN,2017-06-09
166,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,3518824,4tCtwWceOPWzenK2HAIJSb,2017-06-09
167,Te Quiero Pa´Mi,Don Omar,3510335,3BY2mafsbsoKGqS380Xnuz,2017-06-09
168,Sorry,Justin Bieber,3504689,69bp2EbF7Q2rqc5N3ylezZ,2017-06-09
169,White Iverson,Post Malone,3501105,6eT7xZZlB2mwyzJ2sUKG6w,2017-06-09
170,Traicionera,Sebastian Yatra,3492297,5J1c3M4EldCfNxXwrwt8mT,2017-06-09
171,Broccoli (feat. Lil Yachty),DRAM,3466801,7yyRTcZmCiyzzJlNzGC9Ol,2017-06-09
172,wokeuplikethis*,Playboi Carti,3459142,59J5nzL1KniFHnU120dQzt,2017-06-09
173,Summer Air,ItaloBrothers,3416785,3GPI7hYiqD6enLRobhkBm8,2017-06-09
174,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3405129,6stYbAJgTszHAHZMPxWWCY,2017-06-09
175,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,3370635,0fg8CqpjdojMyXLNzM2PaJ,2017-06-09
176,This Is What You Came For,Calvin Harris,3369889,0azC730Exh71aQlOt9Zj3y,2017-06-09
177,Perfect Strangers,Jonas Blue,3320074,1CUVN2kn7mW5FjkqXTR2W1,2017-06-09
178,Stressed Out,Twenty One Pilots,3306307,3CRDbSIZ4r5MsZ0YwxuEkn,2017-06-09
179,Ride,Twenty One Pilots,3303785,2Z8WuEywRWYTKe1NybPQEW,2017-06-09
180,All Night,The Vamps,3296727,1yNyoWWWikbLhwIGWjZuDW,2017-06-09
181,Love On The Brain,Rihanna,3277800,2aksifNn5ph8igDOkPBA02,2017-06-09
182,Uh Huh,Julia Michaels,3267757,0ZExP2I5Ej92PsnG4G1jVG,2017-06-09
183,Black Beatles,Rae Sremmurd,3260969,6fujklziTHa8uoM5OQSfIo,2017-06-09
184,Sweet Creature,Harry Styles,3253147,5kRPPEWFJIMox5qIkQkiz5,2017-06-09
185,Lean On (feat. MØ & DJ Snake),Major Lazer,3216948,4WjH9Bzt3kx7z8kl0awxh4,2017-06-09
186,Lumbra,Cali Y El Dandee,3210077,6VHdcVbiKLYYOcMbIqBcuK,2017-06-09
187,Into You,Ariana Grande,3199369,7yHEDfrJNd0zWOfXwydNH0,2017-06-09
188,Panda,Desiigner,3182145,5OOkp4U9P9oL23maHFHL1h,2017-06-09
189,The One,The Chainsmokers,3166334,0wfbD5rAksdXUzRvMfM3x5,2017-06-09
190,Met Gala (feat. Offset),Gucci Mane,3165679,2XaInsPPUkZRkY4uFJ3AHK,2017-06-09
191,Go Flex,Post Malone,3150917,5yuShbu70mtHXY0yLzCQLQ,2017-06-09
192,Vacaciones,Wisin,3147546,3dQDid3IUNhZy1OehIfYfE,2017-06-09
193,My Way,Calvin Harris,3144957,1vvNmPOiUuyCbgWmtc6yfm,2017-06-09
194,Came Here for Love,Sigala,3137110,3kGfazcbVvVkuZunzlLgTD,2017-06-09
195,Whippin (feat. Felix Snow),Kiiara,3113550,3QWjljChcOMkRDYSzF33Qr,2017-06-09
196,Wonderwall - Remastered,Oasis,3110391,5qqabIl2vWzo9ApSC317sa,2017-06-09
197,Bad Blood,Taylor Swift,3093718,2NlmmAjGYrrjAp0MED5rGx,2017-06-09
198,The Scientist,Coldplay,3091510,75JFxkI2RXiU7L9VXzMkle,2017-06-09
199,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,3079263,4dASQiO1Eoo3RJvt74FtXB,2017-06-09
200,Wildest Dreams,Taylor Swift,3064401,4A4A6dwl5DqdqrZaEtKGPR,2017-06-09
