Position,Track Name,Artist,Streams,ID,startingDate
77,One Dance,Drake,6159212,1xznGGDReH1oQq0xzbwXa3,2017-06-16
78,No Vacancy,OneRepublic,6124598,6XOYVSmNDjKUNMXooU4s4z,2017-06-16
79,Castle on the Hill,Ed Sheeran,6050773,6PCUP3dWmTjcTtXY02oFdT,2017-06-16
80,Starboy,The Weeknd,6048375,5aAx2yezTd8zXrkmtKl66Z,2017-06-16
81,Tu Foto,Ozuna,6041971,0Szp49tpFasIjX04Mcsydp,2017-06-16
82,You Don't Know Me,Jax Jones,6040454,7M16mAuWuFA5rC9HvkXaGx,2017-06-16
83,4 AM,2 Chainz,5970986,1nX9KhK3Fff27SnrIor2Yb,2017-06-16
84,Sigo Extrañándote,J Balvin,5958213,6qDF4wWL49CAVbgT7yuHl8,2017-06-16
85,Chantaje (feat. Maluma),Shakira,5926153,6mICuAdrwEjh6Y6lroV2Kg,2017-06-16
86,I Like Me Better,Lauv,5845093,1wjzFQodRWrPcQ0AnYnvQ9,2017-06-16
87,La Rompe Corazones,Daddy Yankee,5806980,4okba5wu9mMLXx79DXLKi3,2017-06-16
88,Portland,Drake,5792802,2bjwRfXMk4uRgOD9IBYl9h,2017-06-16
89,Bon appétit,Katy Perry,5788208,61WbtB6ujkpNAsAf5LjF4b,2017-06-16
90,Call On Me - Ryan Riback Extended Remix,Starley,5726048,78rIJddV4X0HkNAInEcYde,2017-06-16
91,Homemade Dynamite,Lorde,5607945,12o6dxWGk29uIAP3OWY0pM,2017-06-16
92,BUTTERFLY EFFECT,Travis Scott,5597775,1yxgsra98r3qAtxqiGZPiX,2017-06-16
93,Perfect Places,Lorde,5391134,7ARveOiD31w2Nq0n5FsSf8,2017-06-16
94,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,5368606,6Q2FftbUG530lCtBI74bMH,2017-06-16
95,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,5320079,6SwRhMLwNqEi6alNPVG00n,2017-06-16
96,Otra vez (feat. J Balvin),Zion & Lennox,5314903,3QwBODjSEzelZyVjxPOHdq,2017-06-16
97,Let Me Love You,DJ Snake,5240203,4pdPtRcBmOSQDlJ3Fk945m,2017-06-16
98,Bonita,J Balvin,5229484,693iqPOQvhI7PobtR8CC8v,2017-06-16
99,Perfect,Ed Sheeran,5212200,0tgVpDi06FyKpA1z0VMD4v,2017-06-16
100,Sober,Lorde,5131062,2mNbgyi0gori4b1rFSPgIb,2017-06-16
101,Good Life (with G-Eazy & Kehlani),G-Eazy,5058121,1Eck97uRMlprKOOJN9oO1E,2017-06-16
102,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,5044792,5q2JbCNi4FcnglgPfxcV65,2017-06-16
103,Gyalchester,Drake,4985222,6UjfByV1lDLW0SOVQA4NAi,2017-06-16
104,24K Magic,Bruno Mars,4927165,6b8Be6ljOzmkOmFslEb23P,2017-06-16
105,Reminding Me,Shawn Hook,4845950,4gqMQftUs22F8pOGVn5Acr,2017-06-16
106,Una Lady Como Tú,Manuel Turizo,4793199,7MHN1aCFtLXjownGhvEQlF,2017-06-16
107,Chained To The Rhythm,Katy Perry,4792235,6520aj0B4FSKGVuKNsOCOi,2017-06-16
108,Bad and Boujee (feat. Lil Uzi Vert),Migos,4777442,4Km5HrUvYTaSUfiSGPJeQR,2017-06-16
109,Tunnel Vision,Kodak Black,4774256,4Q3N4Ct4zCuIHuZ65E3BD4,2017-06-16
110,Bounce Back,Big Sean,4753208,0SGkqnVQo9KPytSri1H6cF,2017-06-16
111,Starving,Hailee Steinfeld,4746040,1qOLh0tI7trd1zdDKxYZTe,2017-06-16
112,Don't Let Me Down,The Chainsmokers,4733266,0QsvXIfqM0zZoerQfsI9lm,2017-06-16
113,Supercut,Lorde,4729490,0dyiHoYbYjYaOEXLpmzQZG,2017-06-16
114,The Louvre,Lorde,4703385,5q4BpnMrYEFzLO0dYODj6J,2017-06-16
115,Came Here for Love,Sigala,4688079,3kGfazcbVvVkuZunzlLgTD,2017-06-16
116,Cold,Maroon 5,4681069,5NNlUMcOEOdoOIwwaWXv0k,2017-06-16
117,Reggaetón Lento (Bailemos),CNCO,4654072,3AEZUABDXNtecAOSC1qTfo,2017-06-16
118,Look At Me!,XXXTENTACION,4627764,4ARPvK8DHLwt4oX65ZAFMw,2017-06-16
119,Tired,Alan Walker,4607437,3b5Li4QKDVBx1x7fQuu54a,2017-06-16
120,Whatever It Takes,Imagine Dragons,4570348,4IWAyPf1KMq7JCyGeCjTeH,2017-06-16
121,Nights With You,MØ,4565171,5q5gzmbBS5yQzos2BvVr1t,2017-06-16
122,Fake Love,Drake,4536622,343YBumqHu19cGoGARUTsd,2017-06-16
123,It's A Vibe,2 Chainz,4528111,6H0AwSQ20mo62jGlPGB8S6,2017-06-16
124,Liability,Lorde,4522802,0or0gNaKAXYYCsOrpvRzAu,2017-06-16
125,Hunter,Galantis,4508402,3caMfJGFp53NAH2TuigdNj,2017-06-16
126,Photograph,Ed Sheeran,4482862,6fxVffaTuwjgEk5h9QyRjy,2017-06-16
127,One Last Time,Ariana Grande,4462999,7bJwvubZZaoGE1AGEfu8Fi,2017-06-16
128,Side To Side,Ariana Grande,4440065,4pLwZjInHj3SimIyN9SnOz,2017-06-16
129,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,4423493,6JV2JOEocMgcZxYSZelKcc,2017-06-16
130,Báilame,Nacho,4415926,7lRsNbdOGykkMAgsqs4R1C,2017-06-16
131,Me Llamas (feat. Maluma) - Remix,Piso 21,4403846,5hEM0JchdVzQ5PwvSfITeX,2017-06-16
132,Weak,AJR,4362006,3E2Zh20GDCR9B1EYjfXWyv,2017-06-16
133,Treat You Better,Shawn Mendes,4353581,4Hf7WnR761jpxPr5D46Bcd,2017-06-16
134,Cold Water (feat. Justin Bieber & MØ),Major Lazer,4347353,6DNtNfH8hXkqOX1sjqmI7p,2017-06-16
135,We Don't Talk Anymore,Charlie Puth,4334324,68EMU2RD1ECNeOeJ5qAXCV,2017-06-16
136,Quit (feat. Ariana Grande),Cashmere Cat,4259002,4Q5yMlwAfAoitqg4r9oZHN,2017-06-16
137,Swang,Rae Sremmurd,4129514,6mapJIPnQ23RTAevUoE0DL,2017-06-16
138,In the Name of Love,Martin Garrix,4093166,04DwTuZ2VBdJCCC5TROn7L,2017-06-16
139,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,4049705,17Fd6Yb7mSbinKG8LoWfFl,2017-06-16
140,Hear Me Now,Alok,4049604,1a5Yu5L18qNxVhXx38njON,2017-06-16
141,Still Got Time,ZAYN,4042515,000xQL6tZNLJzIrtIgxqSl,2017-06-16
142,Thinking out Loud,Ed Sheeran,4020033,1Slwb6dOYkBlWal1PGtnNg,2017-06-16
143,Hot2Touch,Felix Jaehn,3989583,1sBhJGPUKrdRycgKxve70v,2017-06-16
144,Vente Pa' Ca,Ricky Martin,3981793,7DM4BPaS7uofFul3ywMe46,2017-06-16
145,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,3947431,6Pw3Gvw4wNMZfTYZa6IQal,2017-06-16
146,Paradinha,Anitta,3904739,05rJdH2MRLJ3sQoEUO78qs,2017-06-16
147,The Night We Met,Lord Huron,3894561,6mORGLOz79w6VsCRLWYYuK,2017-06-16
148,Happier,Ed Sheeran,3892356,2RttW7RAu5nOAfq6YFvApB,2017-06-16
149,Bad At Love,Halsey,3886370,7y9iMe8SOB6z3NoHE2OfXl,2017-06-16
150,T-Shirt,Migos,3865554,7KOlJ92bu51cltsD9KU5I7,2017-06-16
151,Rolex,Ayo & Teo,3862716,0pSBuHjILhNEo55xK1zrRt,2017-06-16
152,Si Tú La Ves (feat. Wisin),Nicky Jam,3845919,4yN6xPLopmTLvc27pO9LIE,2017-06-16
153,Walking The Wire,Imagine Dragons,3827208,1AJQ97yAt6xfeF7nQaE1t8,2017-06-16
154,Be Mine,Ofenbach,3816069,2KklXplRtxMsBYo474Es0w,2017-06-16
155,Alguien Robo,Sebastian Yatra,3805002,5i50gKdLAjjIr7UxRT5IVy,2017-06-16
156,Hard Feelings/Loveless,Lorde,3799078,1Dp7JGFNjvg8Nk0CtMCcnr,2017-06-16
157,Cheap Thrills,Sia,3795229,27SdWb2rFzO6GWiYDBTD9j,2017-06-16
158,Love Yourself,Justin Bieber,3791305,3hB5DgAiMAQ4DzYbsMq1IT,2017-06-16
159,Besándote,Piso 21,3780117,13X0XdLMOdtbXVtAj2ox4h,2017-06-16
160,Summer Air,ItaloBrothers,3739847,3GPI7hYiqD6enLRobhkBm8,2017-06-16
161,Ciao Adios,Anne-Marie,3657104,3EfugazgSddQvzZpkof5I4,2017-06-16
162,Can I Be Him,James Arthur,3625844,0VhgEqMTNZwYL1ARDLLNCX,2017-06-16
163,Mercy,Shawn Mendes,3578043,4TZy1wLyHec06pwgFYDh1a,2017-06-16
164,do re mi,blackbear,3539155,6CUBgX8bXC5YQCkdgRHqyg,2017-06-16
165,Writer In The Dark,Lorde,3534516,193Dm5SqYy3hTSbuzxbwKc,2017-06-16
166,"How Far I'll Go - From ""Moana""",Alessia Cara,3531536,5hYTyyh2odQKphUbMqc5gN,2017-06-16
167,Faded,Alan Walker,3526885,7gHs73wELdeycvS48JfIos,2017-06-16
168,Safari,J Balvin,3505922,6rQSrBHf7HlZjtcMZ4S4bO,2017-06-16
169,Heathens,Twenty One Pilots,3493150,6i0V12jOa3mr6uu4WYhUBr,2017-06-16
170,Don't Wanna Know,Maroon 5,3484331,5MFzQMkrl1FOOng9tq6R9r,2017-06-16
171,September Song,JP Cooper,3482718,0FuTx2s3YH1ppmtiM6l0zI,2017-06-16
172,This Is What You Came For,Calvin Harris,3469148,0azC730Exh71aQlOt9Zj3y,2017-06-16
173,Traicionera,Sebastian Yatra,3446324,5J1c3M4EldCfNxXwrwt8mT,2017-06-16
174,wokeuplikethis*,Playboi Carti,3445038,59J5nzL1KniFHnU120dQzt,2017-06-16
175,White Iverson,Post Malone,3426637,6eT7xZZlB2mwyzJ2sUKG6w,2017-06-16
176,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,3419860,4tCtwWceOPWzenK2HAIJSb,2017-06-16
177,Love Galore (feat. Travis Scott),SZA,3413202,0q75NwOoFiARAVp4EXU4Bs,2017-06-16
178,Dive,Ed Sheeran,3410280,51ChrwmUPDJvedPQnIU8Ls,2017-06-16
179,Sorry,Justin Bieber,3405299,69bp2EbF7Q2rqc5N3ylezZ,2017-06-16
180,Touch,Little Mix,3398372,5Ua3GXyHwiSfpNTMjq6m2z,2017-06-16
181,ELEMENT.,Kendrick Lamar,3396290,1EaKU4dMbesXXd3BrLCtYG,2017-06-16
182,Sober II (Melodrama),Lorde,3394752,54ucfuN596MU25jQD3KjCL,2017-06-16
183,Broccoli (feat. Lil Yachty),DRAM,3391966,7yyRTcZmCiyzzJlNzGC9Ol,2017-06-16
184,Te Quiero Pa´Mi,Don Omar,3350519,3BY2mafsbsoKGqS380Xnuz,2017-06-16
185,Selfish (feat. Rihanna),Future,3332583,2Ce5IyMlVRVvN997ZJjJJA,2017-06-16
186,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3311487,6stYbAJgTszHAHZMPxWWCY,2017-06-16
187,Perfect Strangers,Jonas Blue,3293338,1CUVN2kn7mW5FjkqXTR2W1,2017-06-16
188,Love On The Brain,Rihanna,3289327,2aksifNn5ph8igDOkPBA02,2017-06-16
189,Stressed Out,Twenty One Pilots,3268499,3CRDbSIZ4r5MsZ0YwxuEkn,2017-06-16
190,Ride,Twenty One Pilots,3267905,2Z8WuEywRWYTKe1NybPQEW,2017-06-16
191,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,3255958,0fg8CqpjdojMyXLNzM2PaJ,2017-06-16
192,Lean On (feat. MØ & DJ Snake),Major Lazer,3241836,4WjH9Bzt3kx7z8kl0awxh4,2017-06-16
193,Power (feat. Stormzy),Little Mix,3227363,4BJ5T8ZZZ3UrPG7k0OVQrp,2017-06-16
194,All Night,The Vamps,3223621,1yNyoWWWikbLhwIGWjZuDW,2017-06-16
195,Good Drank,2 Chainz,3221363,39pS70eeDvyCAF3t8NAlVV,2017-06-16
196,Lumbra,Cali Y El Dandee,3181284,6VHdcVbiKLYYOcMbIqBcuK,2017-06-16
197,Black Beatles,Rae Sremmurd,3163022,6fujklziTHa8uoM5OQSfIo,2017-06-16
198,Relationship (feat. Future),Young Thug,3152442,25oOaleife6E2MIKmFkPvg,2017-06-16
199,Panda,Desiigner,3144365,5OOkp4U9P9oL23maHFHL1h,2017-06-16
200,My Way,Calvin Harris,3131351,1vvNmPOiUuyCbgWmtc6yfm,2017-06-16
